"","","","vMean.val","vVar.val"
"240",396,0,0.0189502956758937,1.17712062355811e-06
"241",230,0,0.01893985328941,7.34607955312102e-07
"242",236,0,0.0189093501254661,3.74217027064346e-07
"243",94,0,0.0188589508172326,7.71404784842964e-07
"244",263,0,0.018850613058449,9.96898509357153e-07
"245",222,0,0.0188181043778281,9.87734140078837e-07
"246",47,0,0.0188055204565593,9.003532602105e-07
"247",15,0,0.0188004146028202,6.83692502767313e-07
"248",144,0,0.0187959024163991,5.92504662914739e-07
"249",75,0,0.0187956744101524,9.24847507215224e-07
"250",292,0,0.018791768272999,9.2131862581429e-07
"251",98,0,0.0187828877929679,6.62416288785707e-07
"252",219,0,0.0187785068438193,5.85246053136167e-06
"253",358,0,0.0187565262423454,7.83846835025678e-07
"254",298,0,0.0187493014203433,8.92855332596587e-07
"255",387,0,0.0187389662845956,7.67664536842967e-07
"256",316,0,0.018729217863947,1.65616906394997e-06
"257",71,0,0.0187187541022995,7.62012170442374e-07
"258",203,0,0.0186699899194429,6.35759263482295e-07
"259",223,0,0.018669691260373,6.66403687689705e-07
"260",124,0,0.0186578328556922,9.18822827849049e-07
"261",272,0,0.0186456203715961,1.01904556640204e-06
"262",161,0,0.0186207631866331,7.32135720766123e-07
"263",240,0,0.0186206566899227,4.95329159694655e-07
"264",284,0,0.018619861175611,9.84182219351578e-07
"265",182,0,0.0186164991804925,1.32647110909766e-06
"266",115,0,0.0186117165371893,9.01326974398399e-07
"267",96,0,0.0186003344628043,7.94672166322087e-07
"268",93,0,0.018587120680891,1.20344872484672e-06
"269",229,0,0.018581730618505,1.47970191166149e-06
"270",227,0,0.0185756237616211,7.71087542583223e-07
"271",391,0,0.0185714512201488,1.23396339852298e-06
"272",273,0,0.0185612034787406,9.67826232166799e-07
"273",340,0,0.0185464654307448,1.38363610150408e-06
"274",389,0,0.0185416532286841,5.25072635418587e-07
"275",228,0,0.018538005921852,8.90181933998827e-07
"276",64,0,0.0185219300164523,1.09553284937138e-06
"277",187,0,0.0185215458914621,2.46754301908077e-06
"278",294,0,0.0185071667264683,1.40496316271356e-06
"279",388,0,0.0185033606476202,6.26989432773911e-07
"280",11,0,0.0184707569948577,1.10479851726253e-06
"281",297,0,0.0184080305909307,1.15648480740055e-05
"282",206,0,0.0183889988588343,4.68221554157898e-06
"283",317,0,0.0183882284616747,8.37970612520155e-07
"284",168,0,0.0183848075394058,9.67440985468336e-07
"285",6,0,0.0183833837732682,1.02447053045878e-06
"286",360,0,0.0183776680014292,1.02226362230821e-06
"287",54,0,0.0183580255906472,1.32486261307832e-06
"288",67,0,0.0183493439471554,1.31191571942068e-05
"289",346,0,0.0183410311520774,1.1244678012027e-06
"290",318,0,0.0183299813694885,1.2234758658129e-05
"291",377,0,0.018308989344947,1.32685367862658e-06
"292",288,0,0.018308345803706,1.08144540490204e-06
"293",167,0,0.0182883420634247,6.87726773166517e-07
"294",189,0,0.0182771026503592,1.06956442527357e-06
"295",253,0,0.0182570774078725,1.24115238080389e-06
"296",108,0,0.0182255829418236,8.75304533675006e-07
"297",35,0,0.0182177941370058,2.29207049775853e-06
"298",34,0,0.0181858961951238,4.98197271169863e-07
"299",73,0,0.0181556589731369,1.36179287580729e-06
"300",338,0,0.0181430680308557,1.0151487388755e-06
"301",50,0,0.0181151834530743,1.33150336483027e-06
"302",119,0,0.0180976148969427,1.40892250530706e-06
"303",251,0,0.0180252316246978,8.06510700110674e-07
"304",375,0,0.0180026464882532,1.48598997044481e-06
"305",343,0,0.01797954605329,1.02572214477419e-06
"306",184,0,0.0179614397049314,1.45531063783264e-06
"307",216,0,0.0179586602099738,1.97200017624455e-06
"308",382,0,0.0179534271314308,2.15635253105666e-06
"309",103,0,0.0179503050246228,4.42395220678521e-06
"310",133,0,0.0179396556075706,1.35757040553061e-06
"311",30,0,0.0179389412646716,1.45805088712644e-06
"312",312,0,0.0178899691286823,9.38024794997372e-07
"313",259,0,0.0178860616865263,1.10210286641143e-06
"314",97,0,0.0178678222953562,6.27053150272875e-07
"315",126,0,0.0178549674277248,1.15027237381122e-06
"316",49,0,0.0178388598486667,8.71706984466025e-07
"317",265,0,0.0178159263378412,9.9010124413091e-07
"318",18,0,0.017764133850189,2.30907341779101e-06
"319",385,0,0.0177528639759557,8.31918427366998e-07
"320",235,0,0.0177349623990786,2.04866661996847e-06
"321",344,0,0.017714452657215,5.9436841776979e-07
"322",373,0,0.0177058947245172,1.87520461143488e-06
"323",12,0,0.0176700739511611,1.02387142996265e-06
"324",45,0,0.0176629683132396,2.44642898291747e-05
"325",89,0,0.0176190189307826,2.49425410374916e-05
"326",193,0,0.0176176803319721,1.45161870554789e-06
"327",393,0,0.0176106444534423,1.7312956370681e-06
"328",261,0,0.0175728852375094,2.06693350133238e-06
"329",295,0,0.017569313337125,2.03633387992464e-06
"330",135,0,0.0175601652036334,1.20949434881085e-06
"331",100,0,0.0175580492948148,1.27866416757718e-06
"332",138,0,0.017548285437063,9.31565623131057e-07
"333",20,0,0.0175314819064891,1.45128993793617e-06
"334",169,0,0.017530397935201,2.02089567135566e-06
"335",159,0,0.0175068662250197,5.5153562469593e-07
"336",25,0,0.0174820800231786,3.25240003168814e-06
"337",348,0,0.0174651274012233,1.14580528755101e-06
"338",2,0,0.0174609926379639,3.47112200845579e-06
"339",351,0,0.0174439833201305,1.81609522437698e-06
"340",210,0,0.0174374697969349,1.80485684985026e-06
"341",177,0,0.0174232378907089,2.68068487858487e-06
"342",213,0,0.0174070795667602,1.51063420687646e-06
"343",302,0,0.017403619610411,1.28953589738221e-06
"344",22,0,0.0173564352251647,3.18161667574524e-06
"345",238,0,0.0173062287493093,1.87090399075092e-06
"346",128,0,0.0172643821772287,1.66164400076062e-06
"347",271,0,0.0172632485719056,1.77984544551931e-05
"348",61,0,0.017260547558948,1.60978152891818e-06
"349",379,0,0.0172457070174579,2.28772597917688e-06
"350",281,0,0.0171941338586959,1.40676588389361e-06
"351",92,0,0.0171783365355751,1.70685562104662e-06
"352",199,0,0.0171684679776223,1.85400575581456e-06
"353",77,0,0.0171304979657681,6.02847564966673e-06
"354",323,0,0.0171178640327379,1.34418178306594e-06
"355",249,0,0.0170572162246751,1.77296011724562e-06
"356",23,0,0.0169804693495855,2.41045971601904e-06
"357",349,0,0.0168889673778816,1.30331515889142e-06
"358",13,0,0.0168621357283558,3.12294363658832e-06
"359",337,0,0.0168576665041383,1.16843725676689e-05
"360",332,0,0.0168253259002992,8.56054817323097e-06
"361",364,0,0.0168076931924646,3.11912813721828e-06
"362",258,0,0.0167814883192358,1.33108896809034e-06
"363",327,0,0.0167498128542304,2.19348089809192e-06
"364",356,0,0.0166712774728858,1.50436798017047e-06
"365",247,0,0.016651368600151,1.64464773270851e-05
"366",59,0,0.0166104186074907,1.89984561158035e-06
"367",231,0,0.0165691666904745,1.31718496702834e-06
"368",306,0,0.0165587937609434,1.59829654405268e-06
"369",99,0,0.0165522428675985,2.17255402489821e-06
"370",208,0,0.0165162663132938,1.52130129907513e-06
"371",9,0,0.0163278517549147,1.6323493124291e-06
"372",150,0,0.0162941382327203,1.71447950868003e-06
"373",147,0,0.016224985809295,1.96837738067702e-06
"374",101,0,0.0162201905469768,1.76210585375462e-06
"375",88,0,0.0161946476663744,2.59100807445666e-06
"376",140,0,0.0160807280825712,1.06920868420759e-05
"377",39,0,0.0160074328244075,2.28353165060296e-06
"378",1,0,0.0159090328637433,8.78050163350395e-07
"379",185,1.40302214290955e-11,0.0158572326939767,7.06620004306996e-06
"380",300,1.2856637976455e-10,0.0158163443878416,6.21975404087347e-06
"381",256,1.23489174441715e-09,0.0157888476296621,3.40402746813679e-06
"382",83,1.2364611379212e-07,0.0157372019776739,2.19933025431724e-06
"383",32,9.68398924631186e-05,0.0156719919284174,1.80243341299968e-06
"384",200,0.0721508012678096,0.0155981731901509,1.06120562278832e-05
"385",53,0.113926763136374,0.0155831131671654,1.23942938101788e-05
"386",91,0.156759861400114,0.0154275845264127,1.92698293185116e-06
"387",162,0.559835781345959,0.0152838805020166,1.95453659763023e-06
"388",155,0.664698344998343,0.0152518359303258,4.5098284856079e-06
"389",308,0.634171248383138,0.0152491930188821,2.9786184138536e-06
"390",368,0.663922018669235,0.0152001749987254,1.87525839209327e-06
"391",366,0.692819223742002,0.0151849270952498,1.96828610686181e-06
"392",304,0.77395133106813,0.0151502097960415,6.95622283556919e-06
"393",118,0.67921049102238,0.0151366038087629,3.30262482822796e-06
"394",244,0.642234891413356,0.0150728725992276,2.32221983270238e-06
"395",107,0.478673893081845,0.0150715801846737,4.44893896227481e-06
"396",42,1,0.0149403423425648,2.41456089820295e-06
